dwarf_id,hired_date,reported_date,gold_mined,hammer_date
165,2014-07-01,2015-02-28,539,2014-01-01
165,2014-07-01,2015-03-31,468,2014-01-01
165,2014-07-01,2015-04-30,515,2014-01-01
165,2014-07-01,2015-05-31,522,2014-01-01
165,2014-07-01,2015-06-30,511,2014-01-01
165,2014-07-01,2015-07-31,448,2014-01-01
165,2014-07-01,2015-08-31,472,2014-01-01
166,2014-07-01,2014-07-31,587,2014-01-01
166,2014-07-01,2014-08-31,603,2014-01-01
166,2014-07-01,2014-09-30,548,2014-01-01
166,2014-07-01,2014-10-31,538,2014-01-01
166,2014-07-01,2014-11-30,566,2014-01-01
166,2014-07-01,2014-12-31,586,2014-01-01
166,2014-07-01,2015-01-31,531,2014-01-01
166,2014-07-01,2015-02-28,509,2014-01-01
166,2014-07-01,2015-03-31,498,2014-01-01
166,2014-07-01,2015-04-30,512,2014-01-01
166,2014-07-01,2015-05-31,501,2014-01-01
166,2014-07-01,2015-06-30,528,2014-01-01
166,2014-07-01,2015-07-31,496,2014-01-01
166,2014-07-01,2015-08-31,477,2014-01-01
167,2014-07-01,2014-07-31,567,2014-01-01
167,2014-07-01,2014-08-31,563,2014-01-01
167,2014-07-01,2014-09-30,567,2014-01-01
167,2014-07-01,2014-10-31,588,2014-01-01
167,2014-07-01,2014-11-30,579,2014-01-01
167,2014-07-01,2014-12-31,478,2014-01-01
167,2014-07-01,2015-01-31,571,2014-01-01
167,2014-07-01,2015-02-28,534,2014-01-01
167,2014-07-01,2015-03-31,487,2014-01-01
167,2014-07-01,2015-04-30,525,2014-01-01
167,2014-07-01,2015-05-31,514,2014-01-01
167,2014-07-01,2015-06-30,513,2014-01-01
167,2014-07-01,2015-07-31,462,2014-01-01
167,2014-07-01,2015-08-31,446,2014-01-01
168,2014-07-01,2014-07-31,603,2014-01-01
168,2014-07-01,2014-08-31,615,2014-01-01
168,2014-07-01,2014-09-30,587,2014-01-01
168,2014-07-01,2014-10-31,577,2014-01-01
168,2014-07-01,2014-11-30,521,2014-01-01
168,2014-07-01,2014-12-31,580,2014-01-01
168,2014-07-01,2015-01-31,573,2014-01-01
168,2014-07-01,2015-02-28,479,2014-01-01
168,2014-07-01,2015-03-31,534,2014-01-01
168,2014-07-01,2015-04-30,472,2014-01-01
168,2014-07-01,2015-05-31,483,2014-01-01
168,2014-07-01,2015-06-30,446,2014-01-01
168,2014-07-01,2015-07-31,462,2014-01-01
168,2014-07-01,2015-08-31,469,2014-01-01
169,2014-07-01,2014-07-31,657,2014-01-01
169,2014-07-01,2014-08-31,625,2014-01-01
169,2014-07-01,2014-09-30,541,2014-01-01
169,2014-07-01,2014-10-31,577,2014-01-01
169,2014-07-01,2014-11-30,526,2014-01-01
169,2014-07-01,2014-12-31,513,2014-01-01
169,2014-07-01,2015-01-31,532,2014-01-01
169,2014-07-01,2015-02-28,523,2014-01-01
169,2014-07-01,2015-03-31,567,2014-01-01
169,2014-07-01,2015-04-30,486,2014-01-01
169,2014-07-01,2015-05-31,540,2014-01-01
169,2014-07-01,2015-06-30,510,2014-01-01
169,2014-07-01,2015-07-31,533,2014-01-01
169,2014-07-01,2015-08-31,463,2014-01-01
170,2014-07-01,2014-07-31,616,2014-01-01
170,2014-07-01,2014-08-31,607,2014-01-01
170,2014-07-01,2014-09-30,535,2014-01-01
170,2014-07-01,2014-10-31,584,2014-01-01
170,2014-07-01,2014-11-30,544,2014-01-01
170,2014-07-01,2014-12-31,499,2014-01-01
170,2014-07-01,2015-01-31,524,2014-01-01
170,2014-07-01,2015-02-28,568,2014-01-01
170,2014-07-01,2015-03-31,498,2014-01-01
170,2014-07-01,2015-04-30,478,2014-01-01
170,2014-07-01,2015-05-31,502,2014-01-01
170,2014-07-01,2015-06-30,505,2014-01-01
170,2014-07-01,2015-07-31,463,2014-01-01
170,2014-07-01,2015-08-31,513,2014-01-01
171,2014-07-01,2014-07-31,604,2014-01-01
171,2014-07-01,2014-08-31,550,2014-01-01
171,2014-07-01,2014-09-30,621,2014-01-01
171,2014-07-01,2014-10-31,557,2014-01-01
171,2014-07-01,2014-11-30,584,2014-01-01
171,2014-07-01,2014-12-31,575,2014-01-01
171,2014-07-01,2015-01-31,496,2014-01-01
171,2014-07-01,2015-02-28,547,2014-01-01
171,2014-07-01,2015-03-31,552,2014-01-01
171,2014-07-01,2015-04-30,503,2014-01-01
171,2014-07-01,2015-05-31,513,2014-01-01
171,2014-07-01,2015-06-30,487,2014-01-01
171,2014-07-01,2015-07-31,484,2014-01-01
171,2014-07-01,2015-08-31,478,2014-01-01
172,2014-07-01,2014-07-31,577,2014-01-01
172,2014-07-01,2014-08-31,575,2014-01-01
172,2014-07-01,2014-09-30,619,2014-01-01
172,2014-07-01,2014-10-31,605,2014-01-01
172,2014-07-01,2014-11-30,595,2014-01-01
172,2014-07-01,2014-12-31,572,2014-01-01
172,2014-07-01,2015-01-31,515,2014-01-01
172,2014-07-01,2015-02-28,538,2014-01-01
172,2014-07-01,2015-03-31,437,2014-01-01
172,2014-07-01,2015-04-30,505,2014-01-01
172,2014-07-01,2015-05-31,517,2014-01-01
172,2014-07-01,2015-06-30,440,2014-01-01
172,2014-07-01,2015-07-31,465,2014-01-01
172,2014-07-01,2015-08-31,488,2014-01-01
173,2014-07-01,2014-07-31,584,2014-01-01
173,2014-07-01,2014-08-31,628,2014-01-01
173,2014-07-01,2014-09-30,610,2014-01-01
173,2014-07-01,2014-10-31,568,2014-01-01
173,2014-07-01,2014-11-30,544,2014-01-01
173,2014-07-01,2014-12-31,561,2014-01-01
173,2014-07-01,2015-01-31,569,2014-01-01
173,2014-07-01,2015-02-28,557,2014-01-01
173,2014-07-01,2015-03-31,498,2014-01-01
173,2014-07-01,2015-04-30,491,2014-01-01
173,2014-07-01,2015-05-31,433,2014-01-01
173,2014-07-01,2015-06-30,494,2014-01-01
173,2014-07-01,2015-07-31,462,2014-01-01
173,2014-07-01,2015-08-31,493,2014-01-01
174,2014-07-01,2014-07-31,614,2014-01-01
174,2014-07-01,2014-08-31,570,2014-01-01
174,2014-07-01,2014-09-30,594,2014-01-01
174,2014-07-01,2014-10-31,547,2014-01-01
174,2014-07-01,2014-11-30,571,2014-01-01
174,2014-07-01,2014-12-31,526,2014-01-01
174,2014-07-01,2015-01-31,561,2014-01-01
174,2014-07-01,2015-02-28,547,2014-01-01
174,2014-07-01,2015-03-31,515,2014-01-01
174,2014-07-01,2015-04-30,516,2014-01-01
174,2014-07-01,2015-05-31,510,2014-01-01
174,2014-07-01,2015-06-30,489,2014-01-01
174,2014-07-01,2015-07-31,482,2014-01-01
174,2014-07-01,2015-08-31,543,2014-01-01
175,2014-07-01,2014-07-31,610,2014-01-01
175,2014-07-01,2014-08-31,607,2014-01-01
175,2014-07-01,2014-09-30,573,2014-01-01
175,2014-07-01,2014-10-31,613,2014-01-01
175,2014-07-01,2014-11-30,581,2014-01-01
175,2014-07-01,2014-12-31,521,2014-01-01
175,2014-07-01,2015-01-31,511,2014-01-01
175,2014-07-01,2015-02-28,532,2014-01-01
175,2014-07-01,2015-03-31,479,2014-01-01
175,2014-07-01,2015-04-30,540,2014-01-01
175,2014-07-01,2015-05-31,478,2014-01-01
175,2014-07-01,2015-06-30,489,2014-01-01
175,2014-07-01,2015-07-31,451,2014-01-01
175,2014-07-01,2015-08-31,464,2014-01-01
176,2014-07-01,2014-07-31,596,2014-01-01
176,2014-07-01,2014-08-31,576,2014-01-01
176,2014-07-01,2014-09-30,517,2014-01-01
176,2014-07-01,2014-10-31,603,2014-01-01
176,2014-07-01,2014-11-30,571,2014-01-01
176,2014-07-01,2014-12-31,548,2014-01-01
176,2014-07-01,2015-01-31,502,2014-01-01
176,2014-07-01,2015-02-28,520,2014-01-01
176,2014-07-01,2015-03-31,533,2014-01-01
176,2014-07-01,2015-04-30,549,2014-01-01
176,2014-07-01,2015-05-31,503,2014-01-01
176,2014-07-01,2015-06-30,463,2014-01-01
176,2014-07-01,2015-07-31,524,2014-01-01
176,2014-07-01,2015-08-31,467,2014-01-01
177,2014-07-01,2014-07-31,624,2014-01-01
177,2014-07-01,2014-08-31,592,2014-01-01
177,2014-07-01,2014-09-30,571,2014-01-01
177,2014-07-01,2014-10-31,553,2014-01-01
177,2014-07-01,2014-11-30,568,2014-01-01
177,2014-07-01,2014-12-31,547,2014-01-01
177,2014-07-01,2015-01-31,542,2014-01-01
177,2014-07-01,2015-02-28,575,2014-01-01
177,2014-07-01,2015-03-31,427,2014-01-01
177,2014-07-01,2015-04-30,537,2014-01-01
177,2014-07-01,2015-05-31,477,2014-01-01
177,2014-07-01,2015-06-30,493,2014-01-01
177,2014-07-01,2015-07-31,471,2014-01-01
177,2014-07-01,2015-08-31,539,2014-01-01
178,2014-07-01,2014-07-31,601,2014-01-01
178,2014-07-01,2014-08-31,572,2014-01-01
178,2014-07-01,2014-09-30,632,2014-01-01
178,2014-07-01,2014-10-31,563,2014-01-01
178,2014-07-01,2014-11-30,537,2014-01-01
178,2014-07-01,2014-12-31,583,2014-01-01
178,2014-07-01,2015-01-31,581,2014-01-01
178,2014-07-01,2015-02-28,496,2014-01-01
178,2014-07-01,2015-03-31,481,2014-01-01
178,2014-07-01,2015-04-30,490,2014-01-01
178,2014-07-01,2015-05-31,491,2014-01-01
178,2014-07-01,2015-06-30,497,2014-01-01
178,2014-07-01,2015-07-31,436,2014-01-01
178,2014-07-01,2015-08-31,445,2014-01-01
179,2014-07-01,2014-07-31,619,2014-01-01
179,2014-07-01,2014-08-31,571,2014-01-01
179,2014-07-01,2014-09-30,623,2014-01-01
179,2014-07-01,2014-10-31,560,2014-01-01
179,2014-07-01,2014-11-30,613,2014-01-01
179,2014-07-01,2014-12-31,544,2014-01-01
179,2014-07-01,2015-01-31,552,2014-01-01
179,2014-07-01,2015-02-28,509,2014-01-01
179,2014-07-01,2015-03-31,538,2014-01-01
179,2014-07-01,2015-04-30,524,2014-01-01
179,2014-07-01,2015-05-31,525,2014-01-01
179,2014-07-01,2015-06-30,533,2014-01-01
179,2014-07-01,2015-07-31,477,2014-01-01
179,2014-07-01,2015-08-31,460,2014-01-01
180,2014-07-01,2014-07-31,591,2014-01-01
180,2014-07-01,2014-08-31,582,2014-01-01
180,2014-07-01,2014-09-30,542,2014-01-01
180,2014-07-01,2014-10-31,582,2014-01-01
180,2014-07-01,2014-11-30,515,2014-01-01
180,2014-07-01,2014-12-31,600,2014-01-01
180,2014-07-01,2015-01-31,588,2014-01-01
180,2014-07-01,2015-02-28,517,2014-01-01
180,2014-07-01,2015-03-31,499,2014-01-01
180,2014-07-01,2015-04-30,481,2014-01-01
180,2014-07-01,2015-05-31,563,2014-01-01
180,2014-07-01,2015-06-30,531,2014-01-01
180,2014-07-01,2015-07-31,465,2014-01-01
180,2014-07-01,2015-08-31,509,2014-01-01
181,2014-07-01,2014-07-31,611,2014-01-01
181,2014-07-01,2014-08-31,585,2014-01-01
181,2014-07-01,2014-09-30,567,2014-01-01
181,2014-07-01,2014-10-31,533,2014-01-01
181,2014-07-01,2014-11-30,575,2014-01-01
181,2014-07-01,2014-12-31,553,2014-01-01
181,2014-07-01,2015-01-31,490,2014-01-01
181,2014-07-01,2015-02-28,502,2014-01-01
181,2014-07-01,2015-03-31,562,2014-01-01
181,2014-07-01,2015-04-30,514,2014-01-01
181,2014-07-01,2015-05-31,468,2014-01-01
181,2014-07-01,2015-06-30,498,2014-01-01
181,2014-07-01,2015-07-31,451,2014-01-01
181,2014-07-01,2015-08-31,486,2014-01-01
182,2014-07-01,2014-07-31,588,2014-01-01
182,2014-07-01,2014-08-31,578,2014-01-01
182,2014-07-01,2014-09-30,606,2014-01-01
182,2014-07-01,2014-10-31,534,2014-01-01
182,2014-07-01,2014-11-30,539,2014-01-01
182,2014-07-01,2014-12-31,557,2014-01-01
182,2014-07-01,2015-01-31,517,2014-01-01
182,2014-07-01,2015-02-28,572,2014-01-01
182,2014-07-01,2015-03-31,527,2014-01-01
182,2014-07-01,2015-04-30,540,2014-01-01
182,2014-07-01,2015-05-31,462,2014-01-01
182,2014-07-01,2015-06-30,455,2014-01-01
182,2014-07-01,2015-07-31,512,2014-01-01
182,2014-07-01,2015-08-31,482,2014-01-01
183,2014-07-01,2014-07-31,634,2014-01-01
183,2014-07-01,2014-08-31,539,2014-01-01
183,2014-07-01,2014-09-30,549,2014-01-01
183,2014-07-01,2014-10-31,536,2014-01-01
183,2014-07-01,2014-11-30,563,2014-01-01
183,2014-07-01,2014-12-31,562,2014-01-01
183,2014-07-01,2015-01-31,533,2014-01-01
183,2014-07-01,2015-02-28,518,2014-01-01
183,2014-07-01,2015-03-31,517,2014-01-01
183,2014-07-01,2015-04-30,517,2014-01-01
183,2014-07-01,2015-05-31,471,2014-01-01
183,2014-07-01,2015-06-30,509,2014-01-01
183,2014-07-01,2015-07-31,473,2014-01-01
183,2014-07-01,2015-08-31,418,2014-01-01
184,2014-07-01,2014-07-31,648,2014-01-01
184,2014-07-01,2014-08-31,597,2014-01-01
184,2014-07-01,2014-09-30,528,2014-01-01
184,2014-07-01,2014-10-31,597,2014-01-01
184,2014-07-01,2014-11-30,564,2014-01-01
184,2014-07-01,2014-12-31,556,2014-01-01
184,2014-07-01,2015-01-31,585,2014-01-01
184,2014-07-01,2015-02-28,520,2014-01-01
184,2014-07-01,2015-03-31,479,2014-01-01
184,2014-07-01,2015-04-30,460,2014-01-01
184,2014-07-01,2015-05-31,500,2014-01-01
184,2014-07-01,2015-06-30,537,2014-01-01
184,2014-07-01,2015-07-31,470,2014-01-01
184,2014-07-01,2015-08-31,443,2014-01-01
185,2014-07-01,2014-07-31,514,2014-01-01
185,2014-07-01,2014-08-31,640,2014-01-01
185,2014-07-01,2014-09-30,592,2014-01-01
185,2014-07-01,2014-10-31,550,2014-01-01
185,2014-07-01,2014-11-30,566,2014-01-01
185,2014-07-01,2014-12-31,521,2014-01-01
185,2014-07-01,2015-01-31,515,2014-01-01
185,2014-07-01,2015-02-28,486,2014-01-01
185,2014-07-01,2015-03-31,507,2014-01-01
185,2014-07-01,2015-04-30,528,2014-01-01
185,2014-07-01,2015-05-31,455,2014-01-01
185,2014-07-01,2015-06-30,529,2014-01-01
185,2014-07-01,2015-07-31,516,2014-01-01
185,2014-07-01,2015-08-31,522,2014-01-01
186,2014-07-01,2014-07-31,639,2014-01-01
186,2014-07-01,2014-08-31,560,2014-01-01
186,2014-07-01,2014-09-30,570,2014-01-01
186,2014-07-01,2014-10-31,582,2014-01-01
186,2014-07-01,2014-11-30,521,2014-01-01
186,2014-07-01,2014-12-31,529,2014-01-01
186,2014-07-01,2015-01-31,534,2014-01-01
186,2014-07-01,2015-02-28,551,2014-01-01
186,2014-07-01,2015-03-31,514,2014-01-01
186,2014-07-01,2015-04-30,457,2014-01-01
186,2014-07-01,2015-05-31,525,2014-01-01
186,2014-07-01,2015-06-30,558,2014-01-01
186,2014-07-01,2015-07-31,461,2014-01-01
186,2014-07-01,2015-08-31,504,2014-01-01
187,2014-07-01,2014-07-31,572,2014-01-01
187,2014-07-01,2014-08-31,588,2014-01-01
187,2014-07-01,2014-09-30,605,2014-01-01
187,2014-07-01,2014-10-31,532,2014-01-01
187,2014-07-01,2014-11-30,585,2014-01-01
187,2014-07-01,2014-12-31,578,2014-01-01
187,2014-07-01,2015-01-31,547,2014-01-01
187,2014-07-01,2015-02-28,554,2014-01-01
187,2014-07-01,2015-03-31,499,2014-01-01
187,2014-07-01,2015-04-30,535,2014-01-01
187,2014-07-01,2015-05-31,487,2014-01-01
187,2014-07-01,2015-06-30,438,2014-01-01
187,2014-07-01,2015-07-31,472,2014-01-01
187,2014-07-01,2015-08-31,524,2014-01-01
188,2014-07-01,2014-07-31,600,2014-01-01
188,2014-07-01,2014-08-31,639,2014-01-01
188,2014-07-01,2014-09-30,550,2014-01-01
188,2014-07-01,2014-10-31,615,2014-01-01
188,2014-07-01,2014-11-30,522,2014-01-01
188,2014-07-01,2014-12-31,549,2014-01-01
188,2014-07-01,2015-01-31,539,2014-01-01
188,2014-07-01,2015-02-28,503,2014-01-01
188,2014-07-01,2015-03-31,541,2014-01-01
188,2014-07-01,2015-04-30,503,2014-01-01
188,2014-07-01,2015-05-31,495,2014-01-01
188,2014-07-01,2015-06-30,490,2014-01-01
188,2014-07-01,2015-07-31,490,2014-01-01
188,2014-07-01,2015-08-31,530,2014-01-01
189,2014-07-01,2014-07-31,655,2014-01-01
189,2014-07-01,2014-08-31,653,2014-01-01
189,2014-07-01,2014-09-30,560,2014-01-01
189,2014-07-01,2014-10-31,536,2014-01-01
189,2014-07-01,2014-11-30,524,2014-01-01
189,2014-07-01,2014-12-31,524,2014-01-01
189,2014-07-01,2015-01-31,567,2014-01-01
189,2014-07-01,2015-02-28,573,2014-01-01
189,2014-07-01,2015-03-31,511,2014-01-01
189,2014-07-01,2015-04-30,503,2014-01-01
189,2014-07-01,2015-05-31,470,2014-01-01
189,2014-07-01,2015-06-30,508,2014-01-01
189,2014-07-01,2015-07-31,453,2014-01-01
189,2014-07-01,2015-08-31,476,2014-01-01
190,2014-07-01,2014-07-31,561,2014-01-01
190,2014-07-01,2014-08-31,577,2014-01-01
190,2014-07-01,2014-09-30,590,2014-01-01
190,2014-07-01,2014-10-31,597,2014-01-01
190,2014-07-01,2014-11-30,555,2014-01-01
190,2014-07-01,2014-12-31,573,2014-01-01
190,2014-07-01,2015-01-31,527,2014-01-01
190,2014-07-01,2015-02-28,481,2014-01-01
190,2014-07-01,2015-03-31,503,2014-01-01
190,2014-07-01,2015-04-30,521,2014-01-01
190,2014-07-01,2015-05-31,482,2014-01-01
190,2014-07-01,2015-06-30,503,2014-01-01
190,2014-07-01,2015-07-31,470,2014-01-01
190,2014-07-01,2015-08-31,443,2014-01-01
191,2014-07-01,2014-07-31,574,2014-01-01
191,2014-07-01,2014-08-31,600,2014-01-01
191,2014-07-01,2014-09-30,538,2014-01-01
191,2014-07-01,2014-10-31,587,2014-01-01
191,2014-07-01,2014-11-30,592,2014-01-01
191,2014-07-01,2014-12-31,559,2014-01-01
191,2014-07-01,2015-01-31,512,2014-01-01
191,2014-07-01,2015-02-28,517,2014-01-01
191,2014-07-01,2015-03-31,480,2014-01-01
191,2014-07-01,2015-04-30,481,2014-01-01
191,2014-07-01,2015-05-31,469,2014-01-01
191,2014-07-01,2015-06-30,559,2014-01-01
191,2014-07-01,2015-07-31,494,2014-01-01
191,2014-07-01,2015-08-31,464,2014-01-01
192,2014-07-01,2014-07-31,590,2014-01-01
192,2014-07-01,2014-08-31,585,2014-01-01
192,2014-07-01,2014-09-30,588,2014-01-01
192,2014-07-01,2014-10-31,585,2014-01-01
192,2014-07-01,2014-11-30,576,2014-01-01
192,2014-07-01,2014-12-31,597,2014-01-01
192,2014-07-01,2015-01-31,518,2014-01-01
192,2014-07-01,2015-02-28,578,2014-01-01
192,2014-07-01,2015-03-31,472,2014-01-01
192,2014-07-01,2015-04-30,555,2014-01-01
192,2014-07-01,2015-05-31,446,2014-01-01
192,2014-07-01,2015-06-30,486,2014-01-01
192,2014-07-01,2015-07-31,493,2014-01-01
192,2014-07-01,2015-08-31,456,2014-01-01
193,2014-07-01,2014-07-31,612,2014-01-01
193,2014-07-01,2014-08-31,542,2014-01-01
193,2014-07-01,2014-09-30,607,2014-01-01
193,2014-07-01,2014-10-31,568,2014-01-01
193,2014-07-01,2014-11-30,530,2014-01-01
193,2014-07-01,2014-12-31,603,2014-01-01
193,2014-07-01,2015-01-31,581,2014-01-01
193,2014-07-01,2015-02-28,468,2014-01-01
193,2014-07-01,2015-03-31,506,2014-01-01
193,2014-07-01,2015-04-30,515,2014-01-01
193,2014-07-01,2015-05-31,489,2014-01-01
193,2014-07-01,2015-06-30,471,2014-01-01
193,2014-07-01,2015-07-31,426,2014-01-01
193,2014-07-01,2015-08-31,452,2014-01-01
194,2014-07-01,2014-07-31,586,2014-01-01
194,2014-07-01,2014-08-31,594,2014-01-01
194,2014-07-01,2014-09-30,617,2014-01-01
194,2014-07-01,2014-10-31,578,2014-01-01
194,2014-07-01,2014-11-30,567,2014-01-01
194,2014-07-01,2014-12-31,517,2014-01-01
194,2014-07-01,2015-01-31,548,2014-01-01
194,2014-07-01,2015-02-28,562,2014-01-01
194,2014-07-01,2015-03-31,518,2014-01-01
194,2014-07-01,2015-04-30,539,2014-01-01
194,2014-07-01,2015-05-31,501,2014-01-01
194,2014-07-01,2015-06-30,529,2014-01-01
194,2014-07-01,2015-07-31,499,2014-01-01
194,2014-07-01,2015-08-31,467,2014-01-01
195,2014-07-01,2014-07-31,639,2014-01-01
195,2014-07-01,2014-08-31,586,2014-01-01
195,2014-07-01,2014-09-30,597,2014-01-01
195,2014-07-01,2014-10-31,558,2014-01-01
195,2014-07-01,2014-11-30,564,2014-01-01
195,2014-07-01,2014-12-31,583,2014-01-01
195,2014-07-01,2015-01-31,515,2014-01-01
195,2014-07-01,2015-02-28,556,2014-01-01
195,2014-07-01,2015-03-31,548,2014-01-01
195,2014-07-01,2015-04-30,548,2014-01-01
195,2014-07-01,2015-05-31,482,2014-01-01
195,2014-07-01,2015-06-30,483,2014-01-01
195,2014-07-01,2015-07-31,461,2014-01-01
195,2014-07-01,2015-08-31,472,2014-01-01
196,2014-07-01,2014-07-31,599,2014-01-01
196,2014-07-01,2014-08-31,548,2014-01-01
196,2014-07-01,2014-09-30,558,2014-01-01
196,2014-07-01,2014-10-31,575,2014-01-01
196,2014-07-01,2014-11-30,579,2014-01-01
196,2014-07-01,2014-12-31,565,2014-01-01
196,2014-07-01,2015-01-31,477,2014-01-01
196,2014-07-01,2015-02-28,508,2014-01-01
196,2014-07-01,2015-03-31,500,2014-01-01
196,2014-07-01,2015-04-30,527,2014-01-01
196,2014-07-01,2015-05-31,526,2014-01-01
196,2014-07-01,2015-06-30,449,2014-01-01
196,2014-07-01,2015-07-31,462,2014-01-01
196,2014-07-01,2015-08-31,452,2014-01-01
197,2014-07-01,2014-07-31,599,2014-01-01
197,2014-07-01,2014-08-31,563,2014-01-01
197,2014-07-01,2014-09-30,575,2014-01-01
197,2014-07-01,2014-10-31,535,2014-01-01
197,2014-07-01,2014-11-30,556,2014-01-01
197,2014-07-01,2014-12-31,520,2014-01-01
197,2014-07-01,2015-01-31,524,2014-01-01
197,2014-07-01,2015-02-28,560,2014-01-01
197,2014-07-01,2015-03-31,507,2014-01-01
197,2014-07-01,2015-04-30,466,2014-01-01
197,2014-07-01,2015-05-31,510,2014-01-01
197,2014-07-01,2015-06-30,519,2014-01-01
197,2014-07-01,2015-07-31,478,2014-01-01
197,2014-07-01,2015-08-31,499,2014-01-01
198,2014-08-01,2014-08-31,569,2014-01-01
198,2014-08-01,2014-09-30,561,2014-01-01
198,2014-08-01,2014-10-31,588,2014-01-01
198,2014-08-01,2014-11-30,579,2014-01-01
198,2014-08-01,2014-12-31,555,2014-01-01
198,2014-08-01,2015-01-31,566,2014-01-01
198,2014-08-01,2015-02-28,495,2014-01-01
198,2014-08-01,2015-03-31,562,2014-01-01
198,2014-08-01,2015-04-30,517,2014-01-01
198,2014-08-01,2015-05-31,472,2014-01-01
198,2014-08-01,2015-06-30,496,2014-01-01
198,2014-08-01,2015-07-31,529,2014-01-01
198,2014-08-01,2015-08-31,473,2014-01-01
199,2014-08-01,2014-08-31,541,2014-01-01
199,2014-08-01,2014-09-30,571,2014-01-01
199,2014-08-01,2014-10-31,510,2014-01-01
199,2014-08-01,2014-11-30,607,2014-01-01
199,2014-08-01,2014-12-31,585,2014-01-01
199,2014-08-01,2015-01-31,525,2014-01-01
199,2014-08-01,2015-02-28,552,2014-01-01
199,2014-08-01,2015-03-31,538,2014-01-01
199,2014-08-01,2015-04-30,485,2014-01-01
199,2014-08-01,2015-05-31,547,2014-01-01
199,2014-08-01,2015-06-30,440,2014-01-01
199,2014-08-01,2015-07-31,522,2014-01-01
199,2014-08-01,2015-08-31,469,2014-01-01
200,2014-08-01,2014-08-31,597,2014-01-01
200,2014-08-01,2014-09-30,550,2014-01-01
200,2014-08-01,2014-10-31,560,2014-01-01
200,2014-08-01,2014-11-30,561,2014-01-01
200,2014-08-01,2014-12-31,582,2014-01-01
200,2014-08-01,2015-01-31,508,2014-01-01
200,2014-08-01,2015-02-28,503,2014-01-01
200,2014-08-01,2015-03-31,539,2014-01-01
200,2014-08-01,2015-04-30,517,2014-01-01
200,2014-08-01,2015-05-31,516,2014-01-01
200,2014-08-01,2015-06-30,501,2014-01-01
200,2014-08-01,2015-07-31,513,2014-01-01
200,2014-08-01,2015-08-31,488,2014-01-01
201,2014-08-01,2014-08-31,589,2014-01-01
201,2014-08-01,2014-09-30,604,2014-01-01
201,2014-08-01,2014-10-31,556,2014-01-01
201,2014-08-01,2014-11-30,575,2014-01-01
201,2014-08-01,2014-12-31,544,2014-01-01
201,2014-08-01,2015-01-31,576,2014-01-01
201,2014-08-01,2015-02-28,573,2014-01-01
201,2014-08-01,2015-03-31,585,2014-01-01
201,2014-08-01,2015-04-30,517,2014-01-01
201,2014-08-01,2015-05-31,527,2014-01-01
201,2014-08-01,2015-06-30,477,2014-01-01
201,2014-08-01,2015-07-31,499,2014-01-01
201,2014-08-01,2015-08-31,501,2014-01-01
202,2014-08-01,2014-08-31,589,2014-01-01
202,2014-08-01,2014-09-30,575,2014-01-01
202,2014-08-01,2014-10-31,562,2014-01-01
202,2014-08-01,2014-11-30,546,2014-01-01
202,2014-08-01,2014-12-31,592,2014-01-01
202,2014-08-01,2015-01-31,518,2014-01-01
202,2014-08-01,2015-02-28,569,2014-01-01
202,2014-08-01,2015-03-31,580,2014-01-01
202,2014-08-01,2015-04-30,533,2014-01-01
202,2014-08-01,2015-05-31,497,2014-01-01
202,2014-08-01,2015-06-30,532,2014-01-01
202,2014-08-01,2015-07-31,484,2014-01-01
202,2014-08-01,2015-08-31,451,2014-01-01
203,2014-08-01,2014-08-31,601,2014-01-01
203,2014-08-01,2014-09-30,550,2014-01-01
203,2014-08-01,2014-10-31,552,2014-01-01
203,2014-08-01,2014-11-30,574,2014-01-01
203,2014-08-01,2014-12-31,561,2014-01-01
203,2014-08-01,2015-01-31,583,2014-01-01
203,2014-08-01,2015-02-28,517,2014-01-01
203,2014-08-01,2015-03-31,506,2014-01-01
203,2014-08-01,2015-04-30,525,2014-01-01
203,2014-08-01,2015-05-31,478,2014-01-01
203,2014-08-01,2015-06-30,529,2014-01-01
203,2014-08-01,2015-07-31,515,2014-01-01
203,2014-08-01,2015-08-31,428,2014-01-01
204,2014-08-01,2014-08-31,610,2014-01-01
204,2014-08-01,2014-09-30,570,2014-01-01
204,2014-08-01,2014-10-31,572,2014-01-01
204,2014-08-01,2014-11-30,527,2014-01-01
204,2014-08-01,2014-12-31,578,2014-01-01
204,2014-08-01,2015-01-31,542,2014-01-01
204,2014-08-01,2015-02-28,514,2014-01-01
204,2014-08-01,2015-03-31,534,2014-01-01
204,2014-08-01,2015-04-30,577,2014-01-01
204,2014-08-01,2015-05-31,548,2014-01-01
204,2014-08-01,2015-06-30,445,2014-01-01
204,2014-08-01,2015-07-31,462,2014-01-01
204,2014-08-01,2015-08-31,479,2014-01-01
205,2014-08-01,2014-08-31,565,2014-01-01
205,2014-08-01,2014-09-30,591,2014-01-01
205,2014-08-01,2014-10-31,592,2014-01-01
205,2014-08-01,2014-11-30,575,2014-01-01
205,2014-08-01,2014-12-31,585,2014-01-01
205,2014-08-01,2015-01-31,552,2014-01-01
205,2014-08-01,2015-02-28,528,2014-01-01
205,2014-08-01,2015-03-31,503,2014-01-01
205,2014-08-01,2015-04-30,521,2014-01-01
205,2014-08-01,2015-05-31,535,2014-01-01
205,2014-08-01,2015-06-30,491,2014-01-01
205,2014-08-01,2015-07-31,473,2014-01-01
